TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,P,C-,D,NC,F,W,INC/NA,AVG GPA,,
Spring 2021,FNES,161W,Intro Teaching  Phys Educ,2,"LASTRES, C",18,0,0,3,3,6,0,1,2,0,0,1,0,1,1,0,2.89375,,
Spring 2021,FNES,161W,Intro Teaching  Phys Educ,1,"HERMAN, A",20,0,2,1,1,6,0,4,1,0,1,1,0,0,3,0,2.758823529,,
Spring 2021,FNES,228W,Ind & Family Clothng,1,"RIPLEY, E",17,2,2,2,0,2,4,1,2,0,0,0,0,0,2,0,3.1,,
Spring 2021,FNES,307W,Experimental Food Science,1,"CHOI, S",41,12,9,5,4,4,2,0,1,0,0,0,0,0,3,1,3.651351351,,
Spring 2021,FNES,307W,Experimental Food Science,1A,"CHOI, S",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,
Spring 2021,FNES,307W,Experimental Food Science,1B,"CHOI, S",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,
Spring 2021,FREN,41,French and Francophone Lit,1,"FADOUL, P",40,2,6,2,4,6,6,3,2,0,1,4,0,0,4,0,2.872222222,,
Spring 2021,FREN,111,Elementary French I,7,"ZAHRAN, B",28,11,6,2,0,3,1,1,0,1,0,0,0,0,3,0,3.725,,
Spring 2021,FREN,111,Elementary French I,6,"FADOUL, P",28,4,9,5,3,1,1,0,1,0,0,0,0,0,4,0,3.670833333,,
Spring 2021,FREN,111,Elementary French I,QI1,"ZAHRAN, B",17,7,3,0,2,0,0,3,0,0,0,0,0,0,2,0,3.566666667,,
Spring 2021,FREN,111,Elementary French I,2,"BOUHAYAT, S",28,9,6,2,4,2,1,0,1,0,0,2,0,1,0,0,3.455555556,,
Spring 2021,FREN,111,Elementary French I,3,"ZAJAC, K",28,0,7,5,3,6,1,2,0,0,0,0,0,1,3,0,3.404166667,,
Spring 2021,FREN,111,Elementary French I,1,"FADOUL, P",27,3,4,3,3,1,1,0,3,0,0,1,0,2,6,0,3.247368421,,
Spring 2021,FREN,111,Elementary French I,4,"RAYMUNDO, A",28,6,4,2,2,0,1,1,2,0,0,3,0,2,5,0,3.142857143,,
Spring 2021,FREN,111,Elementary French I,5,"HERARD, M",28,0,3,2,1,3,1,2,3,0,2,0,0,1,9,1,2.847058824,,
Spring 2021,FREN,112,Elementary French II,QI1,"RAYMUNDO, A",17,3,4,2,3,1,0,0,3,0,0,0,0,0,1,0,3.39375,,
Spring 2021,FREN,112,Elementary French II,1,"SULLIVAN, K",29,1,3,3,4,6,5,1,1,0,2,0,0,1,2,0,3.057692308,,
Spring 2021,FREN,204,French Comp & Grammar 1,1,"SULLIVAN, K",19,1,4,6,2,1,0,1,1,0,0,0,0,0,0,3,3.50625,,
Spring 2021,FREN,224,Advanced French Grammar,1,"SUNGOLOWSKY, J",19,0,7,7,3,0,1,0,0,0,0,0,0,0,0,1,3.694444444,,
Spring 2021,FREN,41W,French and Francophone Lit,1,"LARGENT, C",28,8,8,5,0,1,1,0,0,0,0,0,0,0,5,0,3.834782609,,
Spring 2021,GEOL,8,Introduction to Oceanography,1,"MCHUGH, C",84,2,1,9,15,14,2,7,4,2,7,9,0,9,2,1,2.674285714,,
Spring 2021,GEOL,16,"Earthqk, Volc & Moving Contin",1,"SOULE, D",95,22,21,9,6,7,3,1,4,0,0,4,0,7,11,0,3.487012987,,
Spring 2021,GEOL,25,Natural Resource and Environmt,1,"EATON, T",51,7,3,4,5,11,3,2,4,0,1,3,0,7,1,0,3.01627907,,
Spring 2021,GEOL,101,Physical Geology,1,"LUDMAN, A",109,0,3,6,17,20,13,5,16,0,5,8,1,7,8,0,2.610638298,,
Spring 2021,GEOL,101,Physical Geology,1A,"RANCHOR, K",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,
Spring 2021,GEOL,101,Physical Geology,1B,"BADZIAI, V",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,
Spring 2021,GEOL,101,Physical Geology,1D,"RANCHOR, K",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,
Spring 2021,GEOL,101,Physical Geology,1E,"HLINKA, L",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,
Spring 2021,GEOL,101,Physical Geology,1F,"HLINKA, L",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,
Spring 2021,GEOL,102,Historical Geology,1,"PEKAR, S",20,1,1,2,1,1,2,3,1,0,2,1,0,1,3,1,2.693333333,,
Spring 2021,GEOL,200,Methods in Geoscience,1R,"LONGPRE, M",24,3,6,2,3,3,3,1,0,0,0,2,0,1,0,0,3.247826087,,
Spring 2021,GEOL,201,"Minerals,Igneous &Metamorphic",1,"LONGPRE, M",20,0,6,3,2,2,2,1,1,0,0,0,0,2,1,0,3.376470588,,
Spring 2021,GEOL,216,Ocean & Atmosphere,1,"MCHUGH, C",24,1,1,4,0,1,0,1,6,0,3,1,0,5,1,0,2.566666667,,
Spring 2021,GEOL,383,Special Topics in Geology,2,"HELMAN, M",17,2,7,1,5,0,0,0,0,0,0,0,0,1,1,0,3.746666667,,
Spring 2021,GERM,111,Elementary German I,4,"SKWARA, G",28,9,7,3,1,2,0,1,0,1,1,0,0,0,2,1,3.683333333,,
Spring 2021,GERM,111,Elementary German I,2,"REICHERT, J",27,2,4,5,1,1,3,1,1,0,0,1,0,1,7,0,3.273684211,,
Spring 2021,GERM,111,Elementary German I,1,"REICHERT, J",28,0,0,3,5,3,3,2,1,0,1,4,0,3,3,0,2.590909091,,
Spring 2021,GERM,112,Elementary German II,1,"SKWARA, G",13,4,3,1,2,0,0,0,0,0,0,0,0,0,2,1,3.83,,
Spring 2021,GERM,41W,German Lit in Translatiion,2,"SPREIZER, C",28,4,0,6,6,3,1,0,1,0,0,0,1,0,4,2,3.259090909,,
Spring 2021,GERM,41W,German Lit in Translatiion,1,"CARR, N",23,1,3,4,1,1,0,0,0,0,2,3,0,0,8,0,2.9,,
Spring 2021,GRKMD,111,Elementary Modern Greek I,1,"ATHANASOPOULOU, M",28,2,18,3,0,0,0,0,0,0,0,0,0,1,4,0,3.960869565,,
Spring 2021,GRKMD,204,Intermediate Modern Greek II,1,"CHRISTOFORATOS, K",10,1,3,4,1,0,0,0,0,0,0,0,0,0,0,1,3.788888889,,
Spring 2021,GRKMD,223,Modern Greek Conversation,1,"ATHANASOPOULOU, M",19,4,14,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,GRKMD,41W,Mod Greek Lit Trans,2,"SOUMAKIS, F",28,0,21,6,0,0,0,0,0,0,1,0,0,0,0,0,3.853571429,,
Spring 2021,GRKMD,41W,Mod Greek Lit Trans,1,"KATSAN, G",28,0,6,2,4,4,2,2,1,0,0,3,0,1,3,0,2.983333333,,
Spring 2021,GRKST,100,Mod Grk Culture & Civ,1,"IOANNIDES, C",10,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,3.77,,
Spring 2021,HEBRW,101,Elementary Hebrew I,2,"BEN-YAKAR, T",29,8,4,1,2,2,1,1,0,1,0,1,0,0,4,4,3.515,,
Spring 2021,HEBRW,102,Elementary Hebrew II,2,"BEN-YAKAR, T",26,8,4,5,0,2,1,0,2,0,0,2,0,0,1,1,3.383333333,,
Spring 2021,HEBRW,150,Mod Heb Lit In Trans,2,"GRUBER, D",40,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,HEBRW,150,Mod Heb Lit In Trans,1,"GRUBER, D",40,2,36,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9675,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",4,"BREGOLI, F",45,3,11,14,1,5,2,0,1,0,1,2,0,2,3,0,3.43,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",5,"WELLS, C",45,0,18,5,5,2,4,1,1,0,0,2,0,1,4,2,3.423684211,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",2,"BREGOLI, F",45,3,14,8,4,4,0,1,0,0,2,3,0,4,2,0,3.371794872,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",1,"WOLFE, M",45,4,7,3,5,5,4,4,2,1,2,0,1,0,7,0,3.081081081,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",3,"WOLFE, M",45,5,5,2,1,8,1,0,4,0,0,2,1,0,16,0,3.013793103,,
Spring 2021,HIST,101,"Early Modern Europe, 1500-1815",7,"BILLADO, T",44,1,1,3,1,2,1,1,8,0,0,5,0,0,19,2,2.365217391,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",1,"HALLER, S",45,3,31,6,0,1,1,0,0,0,0,0,0,0,0,3,3.902380952,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",2,"LIAV, I",42,4,12,4,5,2,0,0,1,0,0,0,0,2,10,2,3.689285714,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",4,"BOSTWICK, M",20,0,7,3,4,3,0,0,0,0,1,0,0,0,2,0,3.5,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",3,"BEMPORAD, E",36,0,2,2,7,7,8,1,1,0,1,1,1,3,1,1,2.841935484,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",5,"GEBHART, B",44,2,4,1,6,5,3,1,2,0,2,4,0,10,4,0,2.81,,
Spring 2021,HIST,102,"Modern Europe, 1815 to the Pre",6,"BEMPORAD, E",23,0,1,0,6,3,1,0,1,0,0,3,0,5,1,2,2.7,,
Spring 2021,HIST,103,"American History, 1607-1865",2,"KNUDSEN, E",45,6,15,14,2,1,3,2,0,0,0,1,0,0,1,0,3.615909091,,
Spring 2021,HIST,103,"American History, 1607-1865",13,"LEVIS, N",42,1,14,7,6,4,3,0,0,0,0,0,0,4,3,0,3.594285714,,
Spring 2021,HIST,103,"American History, 1607-1865",1,"LIEBMAN, M",45,4,11,9,6,2,0,3,1,0,0,1,0,2,6,0,3.486486486,,
Spring 2021,HIST,103,"American History, 1607-1865",6,"CROWDER, M",46,0,11,18,2,2,1,4,2,0,0,0,0,4,2,0,3.4775,,
Spring 2021,HIST,103,"American History, 1607-1865",4,"ROSENBLOOM, S",45,3,17,2,7,6,6,1,1,0,0,0,0,0,2,0,3.465116279,,
Spring 2021,HIST,103,"American History, 1607-1865",12,"CROWDER, M",45,0,14,9,9,3,2,1,0,0,1,1,1,0,4,0,3.375609756,,
Spring 2021,HIST,103,"American History, 1607-1865",9,"CROWDER, M",45,1,10,6,11,7,1,0,3,0,0,1,0,2,3,0,3.33,,
Spring 2021,HIST,103,"American History, 1607-1865",3,"ROSENBLOOM, S",45,0,19,6,2,4,6,0,5,0,1,1,0,0,1,0,3.311363636,,
Spring 2021,HIST,103,"American History, 1607-1865",7,"OSBORN, D",44,1,5,6,8,9,7,0,1,0,0,0,0,0,6,1,3.256756757,,
Spring 2021,HIST,103,"American History, 1607-1865",5,"CARTOLANO, J",44,0,3,4,6,2,3,0,2,0,0,0,1,15,8,0,3.080952381,,
Spring 2021,HIST,103,"American History, 1607-1865",11,"WUEBKER, E",45,3,3,8,3,6,5,3,1,0,1,4,1,1,5,1,2.884210526,,
Spring 2021,HIST,103,"American History, 1607-1865",8,"TILITZ, T",24,0,0,2,2,5,2,2,4,0,0,0,0,0,7,0,2.764705882,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,11SK,"MANSON, D",13,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,2,"MAROULES, G",34,7,9,6,5,0,0,0,0,0,0,0,0,0,7,0,3.803703704,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,1,"LIEBMAN, M",45,11,14,6,1,4,1,1,0,0,1,2,0,1,3,0,3.565853659,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,12SK,"MANSON, D",12,0,9,0,0,0,0,0,1,0,0,1,0,0,1,0,3.545454545,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,9,"CONOLLY-SMITH, P",89,21,15,17,14,5,5,5,1,0,2,1,0,1,0,2,3.48255814,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,6,"TARIQ, C",45,4,7,10,8,2,4,0,0,0,0,0,2,1,5,2,3.356756757,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,7,"WINTERMUTE, B",29,1,8,5,2,2,0,0,0,0,0,1,2,1,6,1,3.242857143,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,10,"VELLON, P",73,1,19,16,3,2,6,5,4,0,0,5,0,8,0,4,3.209836066,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,3,"CARTOLANO, J",36,0,8,3,5,3,1,1,4,0,1,0,1,4,5,0,3.085185185,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,4,"TILITZ, T",25,1,0,2,8,1,1,3,1,0,0,0,0,0,6,2,3.082352941,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,5,"LANG, A",16,0,4,2,0,1,2,0,1,0,0,0,1,4,1,0,3.072727273,,
Spring 2021,HIST,104,Amer Hist 1865-Pres,8,"CELELLO, K",71,0,8,8,3,10,9,9,7,0,2,2,1,0,11,1,2.811864407,,
Spring 2021,HIST,106,"Hist of Latin Amer, 1825-Pres",1,"TAVAREZ, F",38,3,5,4,7,3,0,2,2,0,1,0,0,4,4,3,3.303703704,,
Spring 2021,HIST,108,Great Britain 1603 - Present,1,"COVINGTON, S",31,5,13,7,3,0,0,0,0,0,0,0,0,0,1,2,3.85,,
Spring 2021,HIST,111,History of Africa,1,"BARNES JR, G",22,3,0,2,0,0,2,1,2,0,0,4,0,6,2,0,2.507142857,,
Spring 2021,HIST,112,Intro East Asia Hist,1,"ROSSABI, M",35,1,3,10,6,1,1,3,4,0,1,0,0,0,5,0,3.17,,
Spring 2021,HIST,114,History of the Jewish People I,1,"FRANKLIN, A",18,3,3,5,1,3,0,0,0,0,1,0,0,0,0,2,3.53125,,
Spring 2021,HIST,115,Hist Jewish People II,1,"BREGOLI, F",18,4,3,1,1,1,4,1,1,0,1,0,0,0,1,0,3.223529412,,
Spring 2021,HIST,126,World Civilizations Since 1715,QI1,"METTON, B",20,4,6,4,5,0,0,0,0,0,0,0,0,0,0,1,3.752631579,,
Spring 2021,HIST,126,World Civilizations Since 1715,QI3,"METTON, B",21,4,5,4,4,0,2,0,0,0,0,0,0,0,0,2,3.652631579,,
Spring 2021,HIST,126,World Civilizations Since 1715,QI2,"METTON, B",18,3,3,5,5,2,0,0,0,0,0,0,0,0,0,0,3.611111111,,
Spring 2021,HIST,141,China after 1500,1,"ROSSABI, M",21,2,5,6,2,1,0,2,0,0,0,0,1,0,2,0,3.389473684,,
Spring 2021,HIST,145,"Modern India, Pakistan&Banglad",1,"ROY CHOWDHURY, S",24,0,4,4,9,7,0,0,0,0,0,0,0,0,0,0,3.395833333,,
Spring 2021,HIST,147,Modern Middle East: 1789-1923,1,"ALGER, A",44,12,8,2,3,6,2,2,1,0,2,5,0,1,0,0,3.155813953,,
Spring 2021,HIST,148,Islamic Civilization: 600-1517,1,"RICHARDSON, K",24,3,16,1,0,0,0,1,0,0,0,1,0,2,0,0,3.772727273,,
Spring 2021,HIST,160,VT: Topics in Global History,1,"RICHARDSON, K",29,3,6,6,2,5,2,0,1,0,0,1,0,2,0,1,3.392307692,,
Spring 2021,HIST,160,VT: Topics in Global History,3,"FRANKLIN, A",15,1,1,5,3,3,0,0,0,0,2,0,0,0,0,0,3.253333333,,
Spring 2021,HIST,160,VT: Topics in Global History,2,"BARNES JR, G",19,2,1,1,3,3,0,2,0,0,1,3,0,0,3,0,2.74375,,
Spring 2021,HIST,163,VT: Topics in U.S. History,1,"PLACIDO, S",19,1,4,3,2,4,0,0,0,0,0,0,1,1,3,0,3.313333333,,
Spring 2021,HIST,163,VT: Topics in U.S. History,3,"DOLAN, P",19,0,6,0,1,6,1,0,2,0,0,0,0,0,2,1,3.25,,
Spring 2021,HIST,164,VT: Topics in European History,1,"HALLER, S",30,3,8,8,4,2,3,0,0,0,0,0,0,0,1,1,3.603571429,,
Spring 2021,HIST,190,Writing and History,4,"ANTONOVA, K",26,0,13,7,1,0,0,0,1,0,0,0,0,0,3,1,3.781818182,,
Spring 2021,HIST,190,Writing and History,1,"BILLADO, T",23,3,3,1,1,0,0,0,1,0,0,0,0,0,14,0,3.666666667,,
Spring 2021,HIST,190,Writing and History,10,"WUEBKER, E",25,4,2,8,2,4,2,0,1,1,0,0,0,0,1,0,3.460869565,,
Spring 2021,HIST,190,Writing and History,2,"CARTOLANO, J",25,0,5,0,3,5,2,0,0,0,0,0,0,3,7,0,3.353333333,,
Spring 2021,HIST,190,Writing and History,6,"KELLOGG, R",25,1,2,3,3,1,3,1,0,1,0,0,0,0,8,2,3.314285714,,
Spring 2021,HIST,190,Writing and History,9,"SALVATIERRA, C",25,3,6,1,1,3,3,0,0,0,1,1,0,2,4,0,3.305263158,,
Spring 2021,HIST,190,Writing and History,3,"SNEERINGER, J",25,0,1,6,2,4,3,2,0,0,1,0,0,2,1,3,3.115789474,,
Spring 2021,HIST,190,Writing and History,11,"WOLFE, M",26,1,2,2,2,1,2,1,0,0,0,0,1,0,14,0,3.058333333,,
Spring 2021,HIST,190,Writing and History,8,"ROSENBLOOM, S",25,1,5,1,1,2,2,3,1,1,1,1,0,0,6,0,3,,
Spring 2021,HIST,190,Writing and History,7,"KELLOGG, R",20,0,0,1,1,3,4,0,0,0,0,0,0,0,10,1,2.977777778,,
Spring 2021,HIST,206,From Alexander to Caesar,1,"ALLEN, J",16,0,5,3,4,0,1,0,2,0,0,0,0,0,0,1,3.4,,
Spring 2021,HIST,210,Byzantine Empire: 1025-1453,1,"WOODFIN, W",12,0,0,3,2,1,2,0,1,0,1,0,0,1,1,0,2.98,,
Spring 2021,HIST,212,Europe in the Middle Ages,1,"BILLADO, T",21,2,4,3,1,2,1,0,1,0,0,1,0,0,6,0,3.34,,
Spring 2021,HIST,222,Europe Since 1945,1,"ORT, T",29,1,4,3,2,1,1,2,2,0,1,3,0,5,1,3,2.835,,
Spring 2021,HIST,255,VT: Transf Moment Arab/Israeli,1,"MCGEE, S",30,5,5,3,1,4,0,2,0,0,1,2,0,0,4,3,3.247826087,,
Spring 2021,HIST,266,Contem Am 1945-Pres,1,"GIARDINA, C",19,2,4,3,3,1,0,0,0,0,0,0,0,0,3,3,3.692307692,,
Spring 2021,HIST,270,Hist Of Women In US,1,"LIEBMAN, M",30,3,11,6,4,0,0,0,0,0,1,0,0,0,2,3,3.724,,
Spring 2021,HIST,288,"VT: Law, Crime, & Soc U.S",1,"TURIANO, E",30,3,7,5,3,5,1,1,1,0,0,0,0,0,4,0,3.476923077,,
Spring 2021,HIST,289,"VT: Law, Crime, & Soc Non-West",1,"ALGER, A",20,7,2,0,2,2,0,0,0,0,0,1,0,2,3,1,3.542857143,,
Spring 2021,HIST,298,"Women, Gender& Sexuality Islam",1,"RICHARDSON, K",14,0,5,1,2,1,2,1,0,0,0,0,0,1,1,0,3.416666667,,
Spring 2021,HIST,311,Jewish Soc in Islamic Lands,1,"FRANKLIN, A",13,4,4,3,0,1,0,0,0,0,0,0,0,0,0,1,3.841666667,,
Spring 2021,HIST,332,Colonialism and Culture,1,"FREUNDSCHUH, A",30,0,8,8,3,1,1,0,0,0,0,0,0,2,4,3,3.676190476,,
Spring 2021,HIST,347,American Military History,1,"WINTERMUTE, B",25,1,11,3,5,1,0,2,0,0,0,1,0,0,0,1,3.508333333,,
Spring 2021,HIST,789,The United States Since 1945,1,"PLACIDO, S",20,5,5,3,3,2,0,1,0,0,0,0,0,0,1,0,3.647368421,,
Spring 2021,HIST,791,Intro to Historical Research,1,"DAVIE, D",10,0,4,2,1,1,0,1,0,0,0,0,0,0,1,0,3.555555556,,
Spring 2021,HIST,799,VT: Problems in History,1,"ANTONOVA, K",20,2,16,0,0,0,0,0,0,0,0,0,0,0,2,0,4,,
Spring 2021,HIST,799,VT: Problems in History,4,"TSILAS, L",13,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3.930769231,,
Spring 2021,HIST,799,VT: Problems in History,5,"TAVAREZ, F",14,2,1,4,2,2,0,0,0,0,0,0,0,0,0,3,3.581818182,,
Spring 2021,HIST,799,VT: Problems in History,6,"FREUNDSCHUH, A",16,0,3,4,2,4,0,0,0,0,0,0,0,0,1,2,3.492307692,,
Spring 2021,HIST,163H,VT: Topics in U.S. History,1,"PING, L",20,7,10,2,0,0,0,0,0,0,0,0,0,0,1,0,3.968421053,,
Spring 2021,HIST,163H,VT: Topics in U.S. History,2,"PING, L",20,12,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3.92,,
Spring 2021,HIST,276W,The Immigrant in Amer History,1,"CONOLLY-SMITH, P",25,1,7,3,5,0,5,0,0,0,1,0,0,0,2,1,3.4,,
Spring 2021,HIST,392W,Colloquium,2,"ANTONOVA, K",16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,
Spring 2021,HIST,392W,Colloquium,4,"SCHLICHTING, K",16,1,5,1,5,1,1,0,0,1,1,0,0,0,0,0,3.44,,
Spring 2021,HIST,392W,Colloquium,1,"PING, L",15,1,5,0,1,0,2,1,2,0,0,1,0,1,1,0,3.076923077,,
Spring 2021,HIST,392W,Colloquium,5,"SEGAL, M",15,1,1,1,1,2,1,0,1,0,1,2,0,0,4,0,2.672727273,,
Spring 2021,HMNS,101,Science Honors Seminar,1,"EVANS, C",33,18,8,0,1,0,0,0,0,0,0,0,0,2,4,0,3.974074074,,
Spring 2021,HMNS,101,Science Honors Seminar,2,"DIVJAK, M",29,3,16,9,1,0,0,0,0,0,0,0,0,0,0,0,3.882758621,,
Spring 2021,HNRS,226,Shape Future Nyc,1,"LARSON, S",23,4,13,6,0,0,0,0,0,0,0,0,0,0,0,0,3.92173913,,
Spring 2021,HNRS,226,Shape Future Nyc,3,"BRETT, M",20,0,5,6,3,3,1,0,0,0,0,0,0,2,0,0,3.544444444,,
Spring 2021,HNRS,226,Shape Future Nyc,2,"REICHL, A",22,1,5,3,10,1,1,0,1,0,0,0,0,0,0,0,3.445454545,,
Spring 2021,HNRS,126W,The Peopling of New York,3,"WUEBKER, E",20,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3.984210526,,
Spring 2021,HNRS,126W,The Peopling of New York,1,"SCHLICHTING, K",20,1,12,5,1,0,0,1,0,0,0,0,0,0,0,0,3.805,,
Spring 2021,HNRS,126W,The Peopling of New York,2,"BRETT, M",17,0,4,4,8,0,1,0,0,0,0,0,0,0,0,0,3.523529412,,
Spring 2021,HSS,200,Social Sciences and Society,1,"STRASSLER, K",22,2,5,4,4,3,0,0,0,0,0,0,0,0,4,0,3.611111111,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,3,"EMBREE, K",34,8,16,8,1,1,0,0,0,0,0,0,0,0,0,0,3.879411765,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,8,"MERINO, J",33,15,13,1,3,0,0,1,0,0,0,0,0,0,0,0,3.875757576,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,2,"LACKER, W",34,17,11,1,0,0,1,0,2,1,0,0,0,0,1,0,3.825,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,6,"EMBREE, K",30,14,8,4,1,1,1,0,0,0,1,0,0,0,0,0,3.783333333,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,9,"AMATULLI, R",28,6,12,7,2,0,0,0,0,0,0,0,1,0,0,0,3.732142857,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,4,"GARCIA, K",34,6,20,3,0,0,0,0,0,0,3,2,0,0,0,0,3.594117647,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,7,"HIZME, R",31,1,13,4,3,2,0,1,0,6,0,0,1,0,0,0,3.56,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,5,"GARCIA, K",34,11,13,1,0,4,1,0,0,0,0,4,0,0,0,0,3.482352941,,
Spring 2021,HTH,102,Freshman Humanities Colloquium,1,"COLUCCIO, S",33,0,8,2,10,10,0,0,1,0,1,0,1,0,0,0,3.215151515,,
Spring 2021,ITAL,111,Elementary Italian I,4,"COLAJANNI-GUTHENBERG, M",28,2,14,1,3,4,0,0,0,0,0,0,0,0,2,2,3.733333333,,
Spring 2021,ITAL,111,Elementary Italian I,3,"RODRIGUEZ, P",28,0,12,8,2,4,0,0,0,1,0,0,0,0,1,0,3.7,,
Spring 2021,ITAL,111,Elementary Italian I,6,"LUCCHI, N",28,0,8,7,4,4,2,2,0,0,0,0,0,1,0,0,3.448148148,,
Spring 2021,ITAL,111,Elementary Italian I,1,"ZARCONE, E",27,0,0,3,3,4,3,1,4,0,2,1,0,2,4,0,2.657142857,,
Spring 2021,ITAL,111,Elementary Italian I,2,"ZARCONE, E",28,0,3,3,3,1,2,1,2,0,2,4,0,6,1,0,2.623809524,,
Spring 2021,ITAL,111,Elementary Italian I,5,"CONOSCENTI, R",28,2,1,1,1,2,2,1,3,0,1,4,0,1,9,0,2.466666667,,
Spring 2021,ITAL,111,Elementary Italian I,7,"CONOSCENTI, R",28,0,0,2,4,1,0,2,2,0,3,4,0,3,5,2,2.294444444,,
Spring 2021,ITAL,112,Elementary Italian II,1,"LUCCHI, N",29,0,10,4,1,4,0,0,3,0,0,0,0,1,5,1,3.459090909,,
Spring 2021,ITAL,204,Intermediate Italian II,1,"ZARCONE, E",16,1,3,0,1,0,0,1,1,0,1,6,0,0,1,1,2.235714286,,
Spring 2021,ITAL,209,Intro to Italian Culture,1,"CORRADI, M",11,3,3,0,0,1,2,0,0,0,0,0,0,0,0,2,3.6,,
Spring 2021,ITAL,41W,Italian Lit in Translation,1,"NOLE, L",27,4,7,11,1,2,1,0,0,0,0,0,0,0,1,0,3.719230769,,
Spring 2021,ITAL,41W,Italian Lit in Translation,2,"MOSCARDI, I",28,6,5,1,1,3,1,2,0,0,1,2,0,5,1,0,3.227272727,,
Spring 2021,JAZZ,702,Jazz Harmony II,1,"BERKMAN, D",10,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3.74,,
Spring 2021,JAZZ,718,Topics in Jazz History,1,"RICCARDI, R",12,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,3.833333333,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"ARMACOST, T",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"BERKMAN, D",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"HART, A",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"JOHNSON, A",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"MACKREL, D",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"MOSSMAN, M",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JAZZ,794,Jazz Ensemble,1,"WADE, C",15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,JPNS,101,Elementary Japanese I,1,"ALSALLAL, A",28,1,10,2,5,2,0,2,0,0,0,2,0,0,4,0,3.354166667,,
Spring 2021,JPNS,101,Elementary Japanese I,1,"PHILIP, M",28,1,10,2,5,2,0,2,0,0,0,2,0,0,4,0,3.354166667,,
Spring 2021,JPNS,101,Elementary Japanese I,1,"SUGITA, M",28,1,10,2,5,2,0,2,0,0,0,2,0,0,4,0,3.354166667,,
